inci_name,cas_number,einecs_number,function
TRIS(NONYLPHENYL)PHOSPHITE,26523-78-4,247-759-6,Antioxidant
TRIS(PEG-2 PHENYLALANYLCARBOXAMIDO) CYCLOHEXANE,,,"Emulsion Stabilising, Viscosity Controlling"
TRIS(PPG-3 BENZYL ETHER) CITRATE,,,Skin Conditioning - Emollient
TRIS(T-BUTYL HYDROXYDIMETHYLBENZYL) ISOCYANURIC ACID,40601-76-1,254-996-9,Antioxidant
TRIS(TETRAMETHYLHYDROXYPIPERIDINOL) CITRATE,220410-74-2,429-370-5,Uv Absorber
TRIS(TETRAMETHYLHYDROXYPIPERIDINOL)CITRATE,220410-74-2,429-370-5 (L),Light Stabilizer
TRIS-ACRYLOYL PPG-6 HDI ISOCYANURATE TRIMER,,,Nail Conditioning
TRIS-BHT MESITYLENE,1709-70-2,216-971-0,Antioxidant
TRIS-BIPHENYL TRIAZINE,31274-51-8,,"Light Stabilizer, Uv Absorber, Uv Filter"
TRIS-ETHOXYDIGLYCOL PHOSPHATE,7332-49-2,,"Humectant, Skin Conditioning"
TRIS-HEA IPDI ISOCYANURATE TRIMER,,,Film Forming
TRIS-HEA/HDI ISOCYANURATE TRIMER,,,Nail Conditioning
TRIS-HYDROGENDIMETHYL SILOXYPHENYLSILANE,18027-45-7,241-940-3,Film Forming
TRIS-HYDROXYETHYL ISOCYANURATE DIACRYLATE,40220-08-4,,Binding
TRIS-HYDROXYMETHYLNITROMETHANE,126-11-4,204-769-5,Antimicrobial
TRIS-OLEOYLTROMETHAMINE ETHANE SULFONIC ACID,,,"Skin Conditioning, Skin Protecting"
TRIS-TRIBUTOXYSILOXYMETHYLSILANE,,,Skin Conditioning - Emollient
TRISEBACIN,,,"Refatting, Skin Conditioning, Skin Conditioning - Emollient, Viscosity Controlling"
TRISILOXANE,107-51-7,203-497-4,"Antifoaming, Skin Conditioning"
TRISILOXANEPROPYL GLYCERYL METHACRYLATE,69861-02-5,,"Binding, Film Forming, Surfactant - Cleansing, Surfactant - Emulsifying, Surfactant - Foam Boosting"
TRISODIUM ASCORBYL HEXYLDECANOATE PHOSPHATE,635681-25-3,,"Anti-Sebum, Antioxidant, Bleaching, Humectant, Surfactant - Cleansing"
TRISODIUM ASCORBYL ISOPALMITATE PHOSPHATE,,,"Antioxidant, Skin Conditioning"
TRISODIUM ASCORBYL PALMITATE PHOSPHATE,,,"Antioxidant, Skin Conditioning"
TRISODIUM CHLORIN E6,72984-36-2,,Skin Conditioning
TRISODIUM DICARBOXYMETHYL ALANINATE,164462-16-2,,Chelating
TRISODIUM EDTA,150-38-9,205-758-8,Chelating
TRISODIUM ETHYLENEDIAMINE DISUCCINATE,20846-91-7,,Chelating
TRISODIUM FRUCTOSE DIPHOSPHATE,81028-91-3,,"Antioxidant, Chelating"
TRISODIUM GLYCYRRHIZATE,71277-78-6,,"Fragrance, Skin Conditioning"
TRISODIUM HEDTA,139-89-9,205-381-9,Chelating
TRISODIUM INOSITOL TRIPHOSPHATE,,,Skin Conditioning
TRISODIUM LAUROAMPHO PG-ACETATE CHLORIDE PHOSPHATE,,,"Antistatic, Cleansing, Hair Conditioning, Surfactant - Cleansing, Surfactant - Foam Boosting, Surfactant - Hydrotrope"
TRISODIUM NTA,5064-31-3,225-768-6,Chelating
TRISODIUM PHOSPHATE,7601-54-9,231-509-8,"Buffering, Chelating"
TRISODIUM RESVERATROL TRIPHOSPHATE,783306-37-6,,"Antioxidant, Skin Conditioning"
TRISODIUM SULFOSUCCINATE,13419-59-5,236-524-3,"Buffering, Chelating, Surfactant - Cleansing, Surfactant - Hydrotrope"
TRISTANIOPSIS LAURINA LEAF EXTRACT,,,"Antioxidant, Hair Conditioning, Skin Conditioning"
TRISTEARDIMONIUMACETYL CASTOR OIL CHLORIDE,118664-60-1,,Skin Conditioning - Emollient
TRISTEARIN,555-43-1,209-097-6,"Skin Conditioning, Viscosity Controlling"
TRISTEARYL CITRATE,7775-50-0,231-896-3,"Skin Conditioning, Skin Conditioning - Emollient"
TRISTEARYL PHOSPHATE,4889-45-6,225-509-7,"Plasticiser, Surfactant - Cleansing"
TRITELEIA IXIOIDES EXTRACT,,,"Antioxidant, Antistatic, Skin Conditioning, Skin Conditioning - Emollient"
TRITELEIA IXIOIDES FLOWER EXTRACT,,,Fragrance
TRITICUM AESTIVUM FLOUR LIPIDS,84012-44-2,281-689-7,Skin Conditioning
TRITICUM AESTIVUM GERM EXTRACT,84012-44-2,281-689-7,"Antioxidant, Skin Conditioning"
TRITICUM AESTIVUM GERM OIL,84012-44-2,281-689-7,Skin Conditioning - Emollient
TRITICUM AESTIVUM LEAF EXTRACT,84012-44-2,281-689-7,Antioxidant
TRITICUM AESTIVUM PEPTIDE,100684-25-1,309-696-3,"Film Forming, Hair Conditioning, Skin Conditioning"
TRITICUM AESTIVUM SEED EXTRACT,84012-44-2,281-689-7,"Hair Conditioning, Perfuming, Skin Conditioning"
TRITICUM MONOCOCCUM SEED EXTRACT,,,Skin Conditioning
TRITICUM MONOCOCCUM STEM WATER,,,Flavouring
TRITICUM SPELTA SEED WATER,,,Skin Conditioning
TRITICUM TURGIDUM DURUM SEED EXTRACT,84012-44-2,281-689-7,Skin Conditioning
TRITICUM VULGARE BRAN,84012-44-2,281-689-7,"Abrasive, Bulking"
TRITICUM VULGARE BRAN EXTRACT,84012-44-2,281-689-7,"Skin Conditioning, Skin Protecting"
TRITICUM VULGARE BRAN LIPIDS,84012-44-2,281-689-7,Skin Conditioning
TRITICUM VULGARE FLOUR EXTRACT,84012-44-2,281-689-7,Skin Conditioning
TRITICUM VULGARE FLOUR LIPIDS,84012-44-2,281-689-7,Skin Conditioning
TRITICUM VULGARE GERM,84012-44-2,281-689-7,"Bleaching, Skin Conditioning, Skin Protecting"
TRITICUM VULGARE GERM EXTRACT,84012-44-2,281-689-7,"Skin Conditioning, Skin Protecting"
TRITICUM VULGARE GERM OIL,68917-73-7,- / 281-689-7,"Humectant, Skin Conditioning, Skin Conditioning - Emollient"
TRITICUM VULGARE GERM OIL UNSAPONIFIABLES,84012-44-2,281-689-7,"Hair Conditioning, Skin Conditioning, Skin Conditioning - Emollient"
TRITICUM VULGARE GERM POWDER,84012-44-2,281-689-7,"Skin Conditioning, Skin Protecting"
TRITICUM VULGARE GERM PROTEIN,84012-44-2,281-689-7,"Hair Conditioning, Skin Conditioning, Skin Conditioning - Emollient"
TRITICUM VULGARE GLUTEN,93384-22-6,297-233-5,"Binding, Hair Conditioning, Humectant, Skin Conditioning"
TRITICUM VULGARE GLUTEN EXTRACT,93384-22-6,297-233-8,Skin Conditioning
TRITICUM VULGARE KERNEL FLOUR,130498-22-5,,"Abrasive, Bulking, Viscosity Controlling"
TRITICUM VULGARE PROTEIN,100684-25-1,309-696-3,"Buffering, Film Forming, Hair Conditioning, Skin Conditioning, Skin Conditioning - Emollient, Skin Protecting"
TRITICUM VULGARE SEED EXTRACT,84012-44-2,281-689-7,"Buffering, Detangling, Skin Conditioning, Skin Protecting"
TRITICUM VULGARE SPROUT EXTRACT,84012-44-2,281-689-7,"Skin Conditioning, Skin Protecting"
TRITICUM VULGARE STARCH,9005-25-8,232-679-6,"Abrasive, Absorbent, Binding, Bulking, Viscosity Controlling"
TRITICUM VULGARE STRAW WATER,,,Skin Conditioning
TRITICUM VULGARE/AESTIVUM GRAIN EXTRACT,,,"Hair Conditioning, Skin Conditioning"
TRITICUM-SECALE CEREALE SEED EXTRACT,,,Skin Conditioning
TRIUNDECANOIN,13552-80-2,236-935-8,"Hair Conditioning, Skin Conditioning"
TROLOX,53188-07-1,,Skin Conditioning
TROLOXOYL DECAPEPTIDE-10,,,Skin Conditioning
TROLOXOYL DECAPEPTIDE-18,,,Skin Conditioning
TROLOXOYL NONAPEPTIDE-38,,,Skin Conditioning
TROLOXOYL OLIGOPEPTIDE-143,,,Skin Conditioning
TROLOXOYL OLIGOPEPTIDE-33,,,Skin Conditioning
TROLOXOYL SH-PENTAPEPTIDE-12 SP,,,Skin Conditioning - Miscellaneous
TROMETHAMINE,77-86-1,201-064-4,"Buffering, Fragrance"
TROMETHAMINE ACRYLATES/ACRYLONITROGENS COPOLYMER,,,"Film Forming, Viscosity Controlling"
TROMETHAMINE HCL,1185-53-1,214-684-5,Antimicrobial
TROMETHAMINE MAGNESIUM ALUMINUM SILICATE,66456-45-9,,Viscosity Controlling
TROMETHAMINE POLYACRYLATE,,,"Bulking, Opacifying, Skin Conditioning"
TRONA,,,"Antioxidant, Skin Protecting"
TROPAEOLUM MAJUS EXTRACT,84625-49-0,283-419-3,"Antimicrobial, Skin Conditioning, Tonic"
TROPAEOLUM MAJUS FLOWER EXTRACT,84625-49-0,283-419-3,Skin Conditioning
TROPAEOLUM MAJUS FLOWER/LEAF EXTRACT,84625-49-0,283-419-3,"Refreshing, Skin Conditioning"
TROPAEOLUM MAJUS FLOWER/LEAF/STEM EXTRACT,84625-49-0,283-419-3,Skin Conditioning
TROPAEOLUM MAJUS LEAF EXTRACT,84625-49-0,283-419-3,Skin Conditioning
TROPAEOLUM MAJUS SEED EXTRACT,84625-49-0,283-419-3,Skin Conditioning
TROPOLONE,533-75-5,208-577-2,Skin Conditioning
TROXERUTIN,7085-55-4,230-389-4 / 250-670-5,Skin Conditioning
TRYPSIN,9002-07-7,232-650-8,"Hair Conditioning, Skin Conditioning"
TRYPTOPHAN,54-12-6,200-194-9 / 200-795-6,"Antistatic, Fragrance, Hair Conditioning"
TSUGA CANADENSIS BARK EXTRACT,,,Skin Conditioning
TSUGA CANADENSIS LEAF EXTRACT,90045-63-9,289-926-6,Skin Protecting
TSUGA CANADENSIS LEAF OIL,,,Fragrance
TSUGA CANADENSIS OIL,,,"Fragrance, Skin Conditioning"
TSUGA HETEROPHYLLA BARK POWDER,92347-09-6,296-196-2,Skin Conditioning
TUBER AESTIVUM EXTRACT,,,Skin Protecting
TUBER MAGNATUM EXTRACT,,,Skin Conditioning
TUBER MELANOSPORUM EXTRACT,85085-76-3,285-398-6,"Humectant, Skin Conditioning"
TUBER MELANOSPORUM WHOLE PLANT OIL,85085-76-3,285-398-6,Perfuming
TULIPA DARWIN FLOWER EXTRACT,,,"Skin Conditioning, Skin Conditioning - Emollient"
TULIPA GESNERIANA CALLUS CULTURE EXTRACT,,,"Absorbent, Antimicrobial, Antioxidant, Humectant"
TULIPA GESNERIANA FLOWER EXTRACT,,,Skin Conditioning
TULIPA GESNERIANA FLOWER WATER,,,Skin Conditioning
TULIPA GESNERIANA PHYTOPLACENTA EXTRACT,,,"Antioxidant, Hair Conditioning, Humectant, Skin Conditioning"
TULIPA HYBRID FLOWER EXTRACT,,,Skin Conditioning
TULIPA KAUFMANNIANA BULB EXTRACT,,,Skin Conditioning
TULIPALIN A,547-65-9,208-931-6,Skin Protecting
TULIPALIN B,38965-80-9,,Skin Protecting
TUNA EXTRACT,,,Skin Conditioning
TUNGSTEN DISULFIDE,,,"Abrasive, Deodorant"
TUNGSTEN OXIDE,1314-35-8,,"Abrasive, Deodorant"
TURNERA DIFFUSA FLOWER/LEAF/STEM OIL,,,Fragrance
TURNERA DIFFUSA LEAF EXTRACT,84696-52-6,283-657-8,Skin Conditioning
TURPENTINE,8006-64-2,232-350-7 / 232-688-5 / -,Perfuming
TURQUOISE POWDER,,,Skin Protecting
TURTLE EMBRYONIC FIBROBLAST CONDITIONED MEDIA,,,Humectant
TURTLE EXTRACT,,,"Skin Conditioning, Skin Conditioning - Emollient"
TURTLE OIL,,,Skin Conditioning
TUSSILAGO FARFARA CALLUS CULTURE EXTRACT,84625-50-3,283-420-9,Skin Conditioning
TUSSILAGO FARFARA FLOWER EXTRACT,84625-50-3,283-420-9,"Astringent, Skin Conditioning - Emollient"
TUSSILAGO FARFARA FLOWER/LEAF EXTRACT,84625-50-3,283-420-9,Skin Conditioning
TUSSILAGO FARFARA LEAF EXTRACT,84625-50-3,283-420-9,"Astringent, Skin Conditioning, Skin Conditioning - Emollient"
TYPHA ANGUSTIFOLIA SPIKE EXTRACT,,,Skin Conditioning
TYPHA LATIFOLIA SPIKE EXTRACT,89958-35-0,289-659-5,Skin Conditioning
TYPHA ORIENTALIS EXTRACT,,,Skin Conditioning
TYRAMINE HCL,60-19-5,200-462-5,"Antioxidant, Skin Conditioning - Miscellaneous"
TYRAMINE HYALURONAMIDE,,,"Humectant, Skin Conditioning"
TYROSINASE,9002-10-2,232-653-4,Skin Conditioning
TYROSINE,556-02-5,209-112-6 / 209-113-1 / 200-460-4,"Antistatic, Fragrance, Hair Conditioning, Skin Conditioning"
TYROSYL HISTIDINE HCI,94111-42-9,,Antioxidant
TYROSYL HISTIDINE HCL,94111-42-9,,Antioxidant
UAPACA BOJERI LEAF EXTRACT,,,Antioxidant
UBIQUINOL,56275-39-9,,"Antioxidant, Humectant, Skin Conditioning, Skin Protecting"
UBIQUINONE,303-98-0,206-147-9 / 215-668-0,"Antioxidant, Skin Conditioning"
UDDER EXTRACT,,,Skin Conditioning
UDOTEA ABBOTTIORUM CALLUS CULTURE EXTRACT,,,Skin Conditioning
UFIPRAZOLE,73590-85-9,,Skin Conditioning
UGNI MOLINAE LEAF EXTRACT,,,Skin Conditioning
ULEX EUROPAEUS FLOWER EXTRACT,90131-76-3,290-390-0,Skin Conditioning
ULEX EUROPAEUS LEAF/ROOT/STEM EXTRACT,90131-76-3,290-390-0,Skin Conditioning
ULKENIA AMOEBOIDEA OIL,,,"Skin Conditioning, Skin Conditioning - Emollient"
ULMUS AMERICANA FLOWER EXTRACT,,,Skin Conditioning
ULMUS CAMPESTRIS BARK EXTRACT,,,"Astringent, Skin Conditioning"
ULMUS DAVIDIANA BARK EXTRACT,,,"Humectant, Skin Conditioning, Skin Protecting"
ULMUS DAVIDIANA BRANCH EXTRACT,,,"Antioxidant, Humectant, Skin Conditioning"
ULMUS DAVIDIANA CALLUS CULTURE EXTRACT,,,Skin Conditioning
ULMUS DAVIDIANA ROOT EXTRACT,,,Skin Conditioning
ULMUS FULVA BARK,,,Moisturising
ULMUS FULVA BARK EXTRACT,,,Moisturising
ULMUS PARVIFOLIA LEAF EXTRACT,,,Skin Conditioning
ULTRAMARINES,1302-83-6,215-111-1 / 215-711-3 / 235-811-0 / - / - / - / -,Hair Dyeing
ULVA LACTUCA EXTRACT,97281-59-9,306-561-0,"Skin Conditioning, Skin Protecting"
ULVA LACTUCA POWDER,97281-59-9,306-561-0,"Absorbent, Binding, Viscosity Controlling"
ULVA LINZA EXTRACT,,,"Skin Conditioning, Skin Conditioning - Emollient"
ULVA PERTUSA EXTRACT,,,Bleaching
ULVA RAMULOSA CALLUS CULTURE EXTRACT,,,Skin Conditioning
UMBER,12713-03-0,,Absorbent
UMBILICAL CORD CELL EXTRACT,,,"Skin Conditioning, Skin Protecting"
UMBILICAL EXTRACT,98654-16-1,308-850-7,Skin Conditioning
UNCARIA GAMBIR EXTRACT,8001-48-7,232-285-4,Astringent
UNCARIA RHYNCHOPHYLLA EXTRACT,,,Skin Conditioning
UNCARIA SINENSIS EXTRACT,,,Skin Conditioning
UNCARIA TOMENTOSA BARK EXTRACT,,,"Antioxidant, Skin Conditioning, Skin Protecting"
UNCARIA TOMENTOSA BARK POWDER,,,Skin Conditioning
UNCARIA TOMENTOSA EXTRACT,,,Skin Conditioning
UNDARIA PETERSENIANA EXTRACT,,,Skin Conditioning
UNDARIA PINNATIFIDA CELL CULTURE EXTRACT,,,"Hair Conditioning, Skin Conditioning"
UNDARIA PINNATIFIDA EXTRACT,,,"Skin Conditioning, Skin Protecting"
UNDARIA PINNATIFIDA LEAF/STEM EXTRACT,,,Skin Conditioning - Emollient
UNDARIA PINNATIFIDA POWDER,,,"Absorbent, Binding, Viscosity Controlling"
UNDARIA PINNATIFIDA ROOT POWDER,,,"Humectant, Skin Conditioning"
UNDARIA PINNATIFIDA SPOROPHYLL EXTRACT,,,Skin Conditioning
UNDARIA PINNATIFIDA VESICLES,,,"Humectant, Skin Conditioning, Skin Protecting"
UNDECADIENAL,30361-29-6,250-148-7,Perfuming
UNDECANAL,112-44-7,203-972-6,Perfuming
UNDECANE,1120-21-4,214-300-6,"Skin Conditioning, Skin Conditioning - Emollient"
UNDECANOIC ACID,112-37-8,203-964-2,"Anti-Sebum, Cleansing, Fragrance, Surfactant - Cleansing, Surfactant - Emulsifying"
UNDECANOIC ACID DIMETHICONES,346441-75-6,,"Surfactant - Cleansing, Surfactant - Emulsifying, Viscosity Controlling"
UNDECATRIENE,16356-11-9,240-416-1,Perfuming
UNDECENAL,1337-83-3,215-656-5,Perfuming
UNDECENAL/CYANO-ACETATIC ACID,124358-45-8,,Perfuming
UNDECENOYL SERINE/SILK AMINO ACID METHYL ESTERS,,,"Hair Conditioning, Nail Conditioning, Skin Conditioning"
UNDECETH-10,127036-24-2,603-182-5,"Cleansing, Solvent, Surfactant - Cleansing, Surfactant - Emulsifying"
UNDECETH-11,,,"Skin Conditioning, Skin Conditioning - Emollient, Surfactant - Cleansing, Surfactant - Emulsifying"
UNDECETH-3,,,"Skin Conditioning, Skin Conditioning - Emollient, Surfactant - Cleansing, Surfactant - Emulsifying"
UNDECETH-40,127036-24-2,,"Emulsion Stabilising, Skin Conditioning, Surfactant - Cleansing"
UNDECETH-5,34398-01-1,,"Surfactant - Cleansing, Surfactant - Emulsifying"
UNDECETH-5 CARBOXYLIC ACID,173536-74-8,,"Cleansing, Surfactant - Cleansing"
UNDECETH-7,,,"Skin Conditioning, Skin Conditioning - Emollient, Surfactant - Cleansing, Surfactant - Emulsifying"
UNDECETH-8,,,"Skin Conditioning, Skin Conditioning - Emollient, Surfactant - Cleansing, Surfactant - Emulsifying"
UNDECETH-9,,,"Skin Conditioning, Skin Conditioning - Emollient, Surfactant - Cleansing, Surfactant - Emulsifying"
UNDECYL ALCOHOL,112-42-5,203-970-5,"Anti-Sebum, Fragrance, Skin Conditioning, Skin Conditioning - Emollient, Viscosity Controlling"
UNDECYL DIMETHYL OXAZOLINE,,,Skin Conditioning
UNDECYL GLUCOSIDE,98283-67-1,308-766-0,"Cleansing, Surfactant - Cleansing"
UNDECYL RHAMNOSIDE,,,Anti-Sebum
UNDECYLCRYLENE DIMETHICONE,948847-35-6,,Film Forming
UNDECYLENAL,112-45-8,203-973-1,"Fragrance, Perfuming"
UNDECYLENAMIDE DEA,25377-64-4,246-914-5,"Anti-Seborrheic, Antimicrobial, Antistatic, Hair Conditioning, Surfactant - Foam Boosting, Viscosity Controlling"
UNDECYLENAMIDE MEA,20545-92-0,243-870-9,"Antimicrobial, Antistatic, Hair Conditioning, Surfactant - Cleansing, Surfactant - Foam Boosting, Viscosity Controlling"
UNDECYLENAMIDOPROPYL BETAINE,98510-75-9,308-783-3,"Antistatic, Cleansing, Hair Conditioning, Skin Conditioning, Surfactant - Cleansing, Surfactant - Foam Boosting, Viscosity Controlling"
UNDECYLENAMIDOPROPYL PEG-2 DIMONIUM UNDECYLENATE,,,Anti-Seborrheic
UNDECYLENAMIDOPROPYLAMINE OXIDE,,,"Cleansing, Hair Conditioning, Surfactant - Cleansing, Surfactant - Foam Boosting, Surfactant - Hydrotrope"
UNDECYLENAMIDOPROPYLTRIMONIUM METHOSULFATE,94313-91-4,304-990-8,"Antimicrobial, Antistatic, Hair Conditioning"
UNDECYLENETH-6,,,"Anti-Seborrheic, Antimicrobial, Surfactant - Cleansing, Surfactant - Emulsifying"
UNDECYLENIC ACID,112-38-9,203-965-8,"Antimicrobial, Fragrance, Preservative, Surfactant - Cleansing, Surfactant - Emulsifying"
UNDECYLENIC GLYCERIDES,65684-27-7,,
UNDECYLENOYL COLLAGEN AMINO ACIDS,,,"Antistatic, Cleansing, Surfactant - Cleansing"
UNDECYLENOYL GLYCINE,,,"Cleansing, Hair Conditioning, Surfactant - Cleansing"
UNDECYLENOYL GRAPE SEED EXTRACT,,,Antioxidant
UNDECYLENOYL HYDROLYZED COLLAGEN,68188-37-4,,"Antistatic, Cleansing, Hair Conditioning, Skin Conditioning, Surfactant - Cleansing"
UNDECYLENOYL INULIN,224580-84-1,,"Emulsion Stabilising, Skin Conditioning, Skin Conditioning - Emollient"
UNDECYLENOYL OAT AMINO ACIDS,1309594-58-8,,"Cleansing, Hair Conditioning, Surfactant - Cleansing"
UNDECYLENOYL PEG-5 PARABEN,,,Antimicrobial
UNDECYLENOYL PHENYLALANINE,175357-18-3,,Skin Conditioning
UNDECYLENOYL SARCOSINE,777033-26-8,,"Anti-Seborrheic, Anti-Sebum, Preservative"
UNDECYLENOYL WHEAT AMINO ACIDS,,,"Cleansing, Hair Conditioning, Surfactant - Cleansing"
UNDECYLENOYL XANTHAN GUM,224580-85-2,,"Emulsion Stabilising, Hair Conditioning"
UNDECYLENYL ALCOHOL,112-43-6,203-971-0,"Antistatic, Fragrance, Perfuming, Skin Conditioning"
UNDECYLPENTADECANOL,68444-33-7,270-593-0,"Skin Conditioning, Skin Conditioning - Emollient"
URACIL,66-22-8,200-621-9,Skin Conditioning
UREA,57-13-6,200-315-5,"Antistatic, Buffering, Humectant, Skin Conditioning"
UREA PEROXIDE,124-43-6,204-701-4,Oxidising
UREA-D-GLUCURONIC ACID,,,"Hair Conditioning, Humectant"
UREASE,9002-13-5,232-656-0,Viscosity Controlling
URGINEA MARITIMA TUBER EXTRACT,84650-62-4,283-520-2,"Deodorant, Fragrance"
URIC ACID,69-93-2,200-720-7,"Buffering, Skin Conditioning"
URIDINE,58-96-8,200-407-5,"Skin Conditioning, Skin Protecting"
UROCANIC ACID,104-98-3,203-258-4,Uv Absorber
URSODIOL,128-13-2,204-879-3,"Skin Conditioning, Skin Protecting"
URSOLIC ACID,77-52-1,201-034-0,"Fragrance, Perfuming, Skin Conditioning"
URSOLOYL PENTAPEPTIDE-4,,,"Antioxidant, Skin Conditioning, Skin Protecting"
URSOLOYL TETRAPEPTIDE-37,,,"Antioxidant, Skin Protecting"
URSOLOYL TRIPEPTIDE-1,,,"Antioxidant, Skin Protecting"
URSOLOYL TRIPEPTIDE-35,,,"Antioxidant, Skin Protecting"
URTICA DIOICA,84012-40-8,281-685-5,Hair Conditioning
URTICA DIOICA EXTRACT,84012-40-8,281-685-5,"Anti-Seborrheic, Astringent, Hair Conditioning, Skin Conditioning, Soothing, Tonic"
URTICA DIOICA JUICE,,,Skin Conditioning
URTICA DIOICA LEAF EXTRACT,84012-40-8,281-685-5,Skin Conditioning
URTICA DIOICA LEAF POWDER,,,Abrasive
URTICA DIOICA LEAF/TUSSILAGO FARFARA LEAF/EQUISETUM ARVENSE STEM/ROSMARINUS OFFICINALIS LEAF/SALVIA OFFICINALIS LEAF/ACHILLEA MILLEFOLIUM FLOWER/MENYANTHES TRIFOLIATA LEAF/BETULA ALBA LEAF EXTRACT,,,Humectant
URTICA DIOICA ROOT EXTRACT,84012-40-8,281-685-5,Skin Conditioning
URTICA URENS FLOWER/LEAF/STEM EXTRACT,90131-83-2,290-397-9,Skin Conditioning
URTICA URENS LEAF EXTRACT,90131-83-2,290-397-9,Skin Conditioning
USNEA BARBATA CALLUS EXTRACT,,,"Antimicrobial, Antioxidant, Humectant, Skin Conditioning"
USNEA BARBATA EXTRACT,84696-53-7,283-658-3,Deodorant
USNEA FILIPENDULA EXTRACT,,,Skin Conditioning
USNEA LONGISSIMA EXTRACT,,,Skin Conditioning
USNEA LONGISSIMA/AQUILARIA AGALLOCHA STEM EXTRACT,,,"Humectant, Skin Conditioning"
USNIC ACID,125-46-2,204-740-7,Antimicrobial
USTILAGO ESCULENTA/ZIZANIA LATIFOLIA STEM FERMENT EXTRACT,,,Skin Conditioning
VA/BUTYL MALEATE/ISOBORNYL ACRYLATE COPOLYMER,136392-68-2,,Film Forming
VA/CROTONATES COPOLYMER,25609-89-6,,"Antistatic, Binding, Film Forming, Hair Fixing"
VA/CROTONATES/METHACRYLOXYBENZOPHENONE-1 COPOLYMER,,,"Film Forming, Hair Fixing, Uv Absorber"
VA/CROTONATES/VINYL NEODECANOATE COPOLYMER,58748-38-2,,"Antistatic, Film Forming, Hair Fixing"
VA/CROTONATES/VINYL PROPIONATE COPOLYMER,25035-26-1,,"Film Forming, Hair Fixing"
VA/CROTONIC ACID/PEG-20M COPOLYMER,208707-53-3,,Film Forming
VA/DBM COPOLYMER,,,"Film Forming, Hair Fixing"
VA/ISOBUTYL MALEATE/VINYL NEODECANOATE COPOLYMER,,,Film Forming
VA/VINYL BUTYL BENZOATE/CROTONATES COPOLYMER,,,"Film Forming, Hair Fixing"
VA/VINYL CHLORIDE COPOLYMER,9003-22-9,,Film Forming
VACCINIUM ANGUSTIFOLIUM FRUIT,,,"Astringent, Skin Conditioning"
VACCINIUM ANGUSTIFOLIUM FRUIT EXTRACT,,,"Skin Protecting, Soothing"
VACCINIUM ANGUSTIFOLIUM FRUIT JUICE,,,"Astringent, Skin Conditioning"
VACCINIUM ANGUSTIFOLIUM LEAF EXTRACT,,,Skin Conditioning
VACCINIUM ANGUSTIFOLIUM SEED,,,Abrasive
VACCINIUM CORYMBOSUM (BLUEBERRY) FRUIT WATER,,,Skin Conditioning
VACCINIUM CORYMBOSUM FRUIT,,,Skin Conditioning
VACCINIUM CORYMBOSUM FRUIT EXTRACT,,,Skin Conditioning
VACCINIUM CORYMBOSUM SEED,,,"Abrasive, Skin Conditioning"
VACCINIUM CORYMBOSUM SEED OIL,,,"Antioxidant, Skin Conditioning - Emollient"
VACCINIUM DUNALIANUM LEAF EXTRACT,,,Skin Conditioning
VACCINIUM MACROCARPON FRUIT,91770-88-6,294-875-8,Skin Conditioning
VACCINIUM MACROCARPON FRUIT EXTRACT,91770-88-6,294-875-8,Astringent
VACCINIUM MACROCARPON FRUIT JUICE,91770-88-6,294-875-8,Skin Conditioning
VACCINIUM MACROCARPON FRUIT POWDER,91770-88-6,294-875-8,Antioxidant
VACCINIUM MACROCARPON FRUIT WATER,91770-88-6,294-875-8,"Fragrance, Perfuming"
VACCINIUM MACROCARPON SEED,91770-88-6,294-875-8,Abrasive
VACCINIUM MACROCARPON SEED OIL,91770-88-6,294-875-8,Skin Conditioning
VACCINIUM MACROCARPON SEED POWDER,91770-88-6,294-875-8,Abrasive
VACCINIUM MACROCARPON SEEDCAKE POWDER,,,Skin Conditioning
VACCINIUM MICROCARPUM FRUIT JUICE,,,"Antioxidant, Skin Conditioning"
VACCINIUM MYRTILLUS BUD EXTRACT,84082-34-8,281-983-5,Antioxidant
VACCINIUM MYRTILLUS FRUIT EXTRACT,84082-34-8,281-983-5,Skin Conditioning
VACCINIUM MYRTILLUS FRUIT JUICE,84082-34-8,281-983-5,Skin Conditioning
VACCINIUM MYRTILLUS FRUIT WATER,84082-34-8,281-983-5,Skin Conditioning
VACCINIUM MYRTILLUS FRUIT/LEAF EXTRACT,84082-34-8,281-983-5,"Astringent, Refreshing, Skin Conditioning, Tonic"
VACCINIUM MYRTILLUS LEAF CELL EXTRACT,84082-34-8,281-983-5,Skin Conditioning
VACCINIUM MYRTILLUS LEAF EXTRACT,84082-34-8,281-983-5,"Astringent, Hair Conditioning, Nail Conditioning, Skin Conditioning"
VACCINIUM MYRTILLUS SEED EXTRACT,,,Skin Conditioning
VACCINIUM MYRTILLUS SEED OIL,84082-34-8,281-983-5,Skin Conditioning
VACCINIUM MYRTILLUS SEEDCAKE POWDER,,,"Abrasive, Skin Conditioning"
VACCINIUM MYRTILLUS STEM EXTRACT,84082-34-8,281-983-5,"Antioxidant, Astringent"
VACCINIUM OLDHAMII FRUIT EXTRACT,,,Skin Conditioning
VACCINIUM OXYCOCCOS FRUIT EXTRACT,,,Skin Conditioning
VACCINIUM OXYCOCCOS FRUIT WATER,,,Skin Conditioning
VACCINIUM OXYCOCCOS SEED EXTRACT,1176243-43-8,,Skin Conditioning
